Airfoil
9.999729465939035666e-01 1.091322279134221418e-05
9.997565369100982480e-01 9.820560869633343515e-05
9.993238112138582707e-01 2.727186956135163598e-04
9.986749568073802763e-01 5.343079793160843138e-04
9.978102545426139613e-01 8.827538878746210571e-04
9.967300786996979856e-01 1.317758460086082550e-03
9.954348968249551177e-01 1.838941011089167965e-03
9.939252695285180073e-01 2.445832864272468044e-03
9.922018502416735108e-01 3.137871246284507087e-03
9.902653849340294911e-01 3.914392458127191610e-03
9.881167117906275443e-01 4.774624450003761567e-03
9.857567608491398792e-01 5.717678940307058255e-03
9.831865535973102199e-01 6.742543229937503213e-03
9.804072025308094851e-01 7.848071871674799915e-03
9.774199106717003094e-01 9.032978360592025524e-03
9.742259710477176871e-01 1.029582701532050226e-02
9.708267661325910014e-01 1.163502522133663675e-02
9.672237672476505788e-01 1.304881620626474614e-02
9.634185339249765612e-01 1.453527251353092797e-02
9.594127132323668761e-01 1.609229033454939728e-02
9.552080390604158477e-01 1.771758485108054781e-02
9.508063313720118703e-01 1.940868672857631871e-02
9.462094954145801040e-01 2.116293988831019490e-02
9.414195208954090344e-01 2.297750067112958039e-02
9.364384811204211623e-01 2.484933848887838082e-02
9.312685320967564184e-01 2.677523804119852358e-02
9.259119115995608773e-01 2.875180315572689604e-02
9.203709382033813391e-01 3.077546228897531932e-02
9.146480102785869981e-01 3.284247570362708313e-02
9.087456049532529612e-01 3.494894431596140549e-02
9.026662770409522585e-01 3.709082018487119825e-02
8.964126579349236401e-01 3.926391859181765920e-02
8.899874544690919986e-01 4.146393163930339743e-02
8.833934477464348012e-01 4.368644327443516051e-02
8.766334919352016808e-01 4.592694562410221115e-02
8.697105130335085477e-01 4.818085650950293397e-02
8.626275076028397937e-01 5.044353799052242460e-02
8.553875414710088165e-01 5.271031577498502818e-02
8.479937484051367491e-01 5.497649931432557757e-02
8.404493287552232683e-01 5.723740239592589596e-02
8.327575480688984566e-01 5.948836403342711021e-02
8.249217356779543486e-01 6.172476944987431713e-02
8.169452832572674517e-01 6.394207094468085106e-02
8.088316433567367403e-01 6.613580843419974986e-02
8.005843279068722840e-01 6.830162945717421774e-02
7.922069066986818786e-01 7.043530844051570927e-02
7.837030058385117126e-01 7.253276502767966316e-02
7.750763061785138630e-01 7.459008128131308646e-02
7.663305417234145267e-01 7.660351758371866659e-02
7.574694980142779865e-01 7.856952707286923854e-02
7.484970104899624221e-01 8.048476846806354446e-02
7.394169628269771088e-01 8.234611715760611905e-02
7.302332852584618728e-01 8.415067444090995608e-02
7.209499528730137774e-01 8.589577483891908116e-02
7.115709838940983412e-01 8.757899140941449723e-02
7.021004379407909113e-01 8.919813902736187239e-02
6.925424142705997044e-01 9.075127561464006731e-02
6.829010500051317933e-01 9.223670132795394605e-02
6.731805183393695380e-01 9.365295573819167052e-02
6.633850267353340602e-01 9.499881305855696623e-02
6.535188151009143631e-01 9.627327550224565322e-02
6.435861539546550159e-01 9.747556487288312754e-02
6.335913425772925489e-01 9.860511251211945272e-02
6.235387071508425860e-01 9.966154774840982333e-02
6.134325988860432899e-01 1.006446850088317108e-01
6.032773921389653626e-01 1.015545097715494505e-01
5.930774825176033938e-01 1.023911635500475703e-01
5.828372849792685662e-01 1.031549281113093436e-01
5.725612319196065059e-01 1.038462091385690816e-01
5.622537712540663923e-01 1.044655195550109328e-01
5.519193644926534414e-01 1.050134627277213711e-01
5.415624848087957632e-01 1.054907157712878241e-01
5.311876151031641458e-01 1.058980131676667547e-01
5.207992460632803189e-01 1.062361309133437598e-01
5.104018742197556913e-01 1.065058713964379816e-01
5.000000000000001110e-01 1.067080491953728283e-01
4.895981257802443642e-01 1.068434779771747778e-01
4.792007539367196811e-01 1.069129586575464502e-01
4.688123848968358542e-01 1.069172689667863274e-01
4.584375151912042368e-01 1.068571545456338673e-01
4.480806355073466141e-01 1.067333216734558110e-01
4.377462287459336077e-01 1.065464317081371293e-01
4.274387680803935496e-01 1.062970972929044577e-01
4.171627150207315449e-01 1.059858803603958982e-01
4.069225174823967173e-01 1.056132919389303759e-01
3.967226078610346374e-01 1.051797937404547884e-01
3.865674011139567101e-01 1.046858014843890100e-01
3.764612928491574140e-01 1.041316898868876323e-01
3.664086574227074511e-01 1.035177992212150400e-01
3.564138460453449841e-01 1.028444433323092017e-01
3.464811848990857479e-01 1.021119189674885436e-01
3.366149732646661619e-01 1.013205162659244762e-01
3.268194816606305175e-01 1.004705302322155824e-01
3.170989499948683177e-01 9.956227300440448347e-02
3.074575857294002956e-01 9.859608671426954574e-02
2.978995620592091442e-01 9.757235672789058012e-02
2.884290161059017144e-01 9.649152504746269510e-02
2.790500471269862226e-01 9.535410365122415355e-02
2.697667147415381272e-01 9.416068754724292444e-02
2.605830371730230577e-01 9.291196731869853787e-02
2.515029895100377999e-01 9.160874094319507166e-02
2.425305019857221245e-01 9.025192467649358063e-02
2.336694582765856398e-01 8.884256280177900422e-02
2.249236938214862480e-01 8.738183605904235873e-02
2.162969941614882874e-01 8.587106858521283137e-02
2.077930933013181769e-01 8.431173321411371269e-02
1.994156720931276605e-01 8.270545500591638954e-02
1.911683566432632597e-01 8.105401289827328382e-02
1.830547167427326039e-01 7.935933939543976523e-02
1.750782643220457624e-01 7.762351823714269683e-02
1.672424519311016544e-01 7.584878001539925585e-02
1.595506712447768427e-01 7.403749573459439404e-02
1.520062515948632509e-01 7.219216833754456275e-02
1.446124585289911835e-01 7.031542224765620352e-02
1.373724923971603173e-01 6.840999100427487545e-02
1.302894869664915634e-01 6.647870309456975491e-02
1.233665080647983192e-01 6.452446611046064318e-02
1.166065522535653098e-01 6.255024938284726999e-02
1.100125455309080569e-01 6.055906526742566021e-02
1.035873420650764154e-01 5.855394927638728209e-02
9.733372295904774152e-02 5.653793926801881781e-02
9.125439504674698332e-02 5.451405392142397860e-02
8.535198972141294638e-02 5.248527073605529364e-02
7.962906179661871642e-02 5.045450380530753370e-02
7.408808840043912269e-02 4.842458161994188381e-02
6.873146790324358157e-02 4.639822516048434931e-02
6.356151887957889324e-02 4.437802653791077245e-02
5.858047910459102114e-02 4.236642843887521853e-02
5.379050458542000701e-02 4.036570462547973276e-02
4.919366862798807416e-02 3.837794173018059529e-02
4.479196093958415226e-02 3.640502257398310626e-02
4.058728676763312393e-02 3.444861122073090975e-02
3.658146607502349434e-02 3.251013996222690272e-02
3.277623275234947675e-02 3.059079840833919123e-02
2.917323386740905411e-02 2.869152483339358628e-02
2.577402895228236845e-02 2.681299990530794375e-02
2.258008932829969062e-02 2.495564289737912597e-02
1.959279746919051490e-02 2.311961045471534401e-02
1.681344640268978008e-02 2.130479795835183918e-02
1.424323915086012082e-02 1.951084350045154472e-02
1.188328820937251118e-02 1.773713445403496750e-02
9.734615065970453340e-03 1.598281659077433609e-02
7.798149758326489156e-03 1.424680567089292929e-02
6.074730471481992744e-03 1.252780140049345250e-02
4.565103175044882278e-03 1.082430362405635213e-02
3.269921300301958933e-03 9.134630593736804000e-03
2.189745457386038652e-03 7.456939132774701925e-03
1.325043192619779209e-03 5.789246488111684380e-03
6.761887861417292811e-04 4.129453647463449985e-03
2.434630899017520278e-04 2.475369878864410768e-03
2.705340609643336336e-05 8.247382363058228813e-04
2.705340609643336336e-05 -8.245394362386905714e-04
2.434630899017520278e-04 -2.470007798887024000e-03
6.761887861417292811e-04 -4.104680247364334185e-03
1.325043192619779209e-03 -5.721477802209311118e-03
2.189745457386038652e-03 -7.313497460369626502e-03
3.269921300301958933e-03 -8.874079666996348773e-03
4.565103175044882278e-03 -1.039687291111755438e-02
6.074730471481992744e-03 -1.187589468377375085e-02
7.798149758326489156e-03 -1.330558808142495025e-02
9.734615065970453340e-03 -1.468087339036799888e-02
1.188328820937251118e-02 -1.599719404888720609e-02
1.424323915086012082e-02 -1.725055645214643163e-02
1.681344640268978008e-02 -1.843756313957982049e-02
1.959279746919051490e-02 -1.955543898482966711e-02
2.258008932829969062e-02 -2.060205009312849472e-02
2.577402895228236845e-02 -2.157591519938412833e-02
2.917323386740905411e-02 -2.247620945101862222e-02
3.277623275234947675e-02 -2.330276055171991503e-02
3.658146607502349434e-02 -2.405603733456012500e-02
4.058728676763312393e-02 -2.473713092428833291e-02
4.479196093958415226e-02 -2.534772873790017145e-02
4.919366862798807416e-02 -2.589008165873320916e-02
5.379050458542000701e-02 -2.636696480128520106e-02
5.858047910459102114e-02 -2.678163236070648517e-02
6.356151887957889324e-02 -2.713776711154655338e-02
6.873146790324358157e-02 -2.743942518398416811e-02
7.408808840043912269e-02 -2.769097680167451406e-02
7.962906179661871642e-02 -2.789704371283491594e-02
8.535198972141294638e-02 -2.806243408469872788e-02
9.125439504674698332e-02 -2.819207566054035205e-02
9.733372295904774152e-02 -2.829094799777908190e-02
1.035873420650764154e-01 -2.836401461498724158e-02
1.100125455309080569e-01 -2.841615587486997010e-02
1.166065522535653098e-01 -2.845210341948075164e-02
1.233665080647983192e-01 -2.847637695324404389e-02
1.302894869664915634e-01 -2.849322413905307910e-02
1.373724923971603173e-01 -2.850656433318990782e-02
1.446124585289911835e-01 -2.851993683658458206e-02
1.520062515948632509e-01 -2.853645428360294597e-02
1.595506712447768427e-01 -2.855876172583984504e-02
1.672424519311016544e-01 -2.858900189809445228e-02
1.750782643220457624e-01 -2.862878707769602599e-02
1.830547167427326039e-01 -2.867917786757797141e-02
1.911683566432632597e-01 -2.874066914896359487e-02
1.994156720931276605e-01 -2.881318336227575369e-02
2.077930933013181769e-01 -2.889607118598582283e-02
2.162969941614882874e-01 -2.898811959366498145e-02
2.249236938214862480e-01 -2.908756718058690474e-02
2.336694582765856398e-01 -2.919212656393489064e-02
2.425305019857221245e-01 -2.929901357604757992e-02
2.515029895100377999e-01 -2.940498288921426090e-02
2.605830371730230577e-01 -2.950636963427501896e-02
